"","X212284_x_at","X212869_x_at","X213614_x_at","X212391_x_at","X201257_x_at","AFFX.hum_alu_at","X206559_x_at","X214003_x_at","X208755_x_at","X200062_s_at","X201429_s_at","X213828_x_at","X200717_x_at","X201891_s_at","X213477_x_at","X213080_x_at","X200633_at","X200926_at","X200933_x_at","X213583_x_at","X204892_x_at","X201492_s_at","X200095_x_at","X208695_s_at","X207783_x_at","X71933_at","X200016_x_at","X200741_s_at","X396_f_at","X213084_x_at","X200963_x_at","X200099_s_at","X213356_x_at","X211542_x_at","X213347_x_at","X201217_x_at","X200032_s_at","X211978_x_at","X201254_x_at","X200817_x_at","X33323_r_at","X211378_x_at","X217740_x_at","X201293_x_at","X211073_x_at","X221607_x_at","X212661_x_at","X208825_x_at","X215076_s_at","X213214_x_at","X214328_s_at","X212039_x_at","X201033_x_at","X211970_x_at","X207243_s_at","X201550_x_at","X202088_at","X211983_x_at","X200834_s_at","X211943_x_at","X202649_x_at","X200763_s_at","X214749_s_at","X212988_x_at","X211765_x_at","X210646_x_at","X208718_at","X201553_s_at","X200092_s_at","X208856_x_at","X219071_x_at","X200809_x_at","X208834_x_at","X200614_at","X200650_s_at","X211720_x_at","X200088_x_at","X213414_s_at","X209134_s_at","X201994_at","X212790_x_at","X201049_s_at","X200958_s_at","X208768_x_at","X214394_x_at","X212042_x_at","X200674_s_at","X200819_s_at","X209001_s_at","X211940_x_at","X201154_x_at","X212363_x_at","X212581_x_at","X213941_x_at","X211345_x_at","X202698_x_at","X215479_at","X211927_x_at","X214327_x_at","X213738_s_at","X200019_s_at","X200807_s_at","X211995_x_at","X221775_x_at","X200006_at","X200944_s_at","X212639_x_at","X214629_x_at","X212788_x_at","X213377_x_at","X216379_x_at","X211956_s_at","X200031_s_at","X213867_x_at","X211296_x_at","X212082_s_at","X209771_x_at","X215157_x_at","X214548_x_at","X215313_x_at","X213588_x_at","X200781_s_at","X200080_s_at","X208635_x_at","X200735_x_at","X217982_s_at","X217733_s_at","X208692_at","X213101_s_at","X211710_x_at","X211945_s_at","X213801_x_at","X200718_s_at","X203107_x_at","X216526_x_at","X200034_s_at","X36888_at","X211628_x_at","X200936_at","X213503_x_at","X212933_x_at","X200705_s_at","X205967_at","X200795_at","X200673_at","X217979_at","X200063_s_at","X200018_at","X208640_at","X208870_x_at","X200025_s_at","X202488_s_at","X217718_s_at","X202029_x_at","X211058_x_at","X220960_x_at","X200015_s_at","X208845_at","X219883_at","X200689_x_at","X211509_s_at","X201358_s_at","X211430_s_at","X208578_at","X211969_at","X210774_s_at","X216442_x_at","X200716_x_at","X210809_s_at","X211161_s_at","X200033_at","AFFX.HSAC07.X00351_3_at","X200780_x_at","X218198_at","X213612_x_at","X214938_x_at","X207168_s_at","X200081_s_at","X216438_s_at","X201590_x_at","X200026_at","X214459_x_at","X203083_at","X208812_x_at","X210495_x_at","X213881_x_at","X206861_s_at","X215726_s_at","X202403_s_at","X202404_s_at","X212077_at","X208949_s_at","X211921_x_at","X201022_s_at","X221891_x_at","X218665_at","X202443_x_at","X212433_x_at","X211972_x_at","X212412_at","X203980_at","X211696_x_at","X201540_at","X204151_x_at","X203549_s_at","X209116_x_at","X207175_at","X214414_x_at","X217232_x_at","X221748_s_at","X208782_at","X209699_x_at","X201348_at","X201010_s_at","X201432_at","X201893_x_at","X208788_at","X201030_x_at","X211745_x_at","X216594_x_at","X212097_at","X210427_x_at","X209612_s_at","AFFX.M27830_M_at","X209555_s_at","X201842_s_at","X213564_x_at","X205382_s_at","X205480_s_at","X200799_at","X201012_at","X209210_s_at","X206488_s_at","X201612_at","X219398_at","X213524_s_at","X38707_r_at","X211813_x_at","X212509_s_at","X201425_at","X209026_x_at","X216520_s_at","X203221_at","X218101_s_at","X211980_at","X203548_s_at","X202442_at","X217892_s_at","X210968_s_at","X217732_s_at","X48030_i_at","X207607_at","X220656_at","X216987_at","X217078_s_at","X214304_x_at","X217536_x_at","X211319_at","X208142_at","X207331_at","X215309_at","X208547_at","X201374_x_at","X204935_at","X211054_at","X210683_at","X201062_at","X205421_at","X208533_at","X76897_s_at","X211141_s_at","X215619_at","X207696_at","X208572_at","AFFX.TrpnX.3_at","X208512_s_at","X217661_x_at","X215107_s_at","X220649_at","X222308_x_at","X214310_s_at","X216982_x_at","X216424_at","X219174_at","X212338_at","X216831_s_at","X216805_at","X222222_s_at","X214586_at","X205234_at","X217400_at","X211526_s_at","X214865_at","X203163_at","X214123_s_at","X220704_at","X221972_s_at","X211085_s_at","X206629_at","X64432_at","X213964_x_at","X218744_s_at","X207750_at","X214781_at","X204456_s_at","X211351_at","X206480_at","X210000_s_at","X220480_at","X210919_at","X204238_s_at","X215474_at","X214887_at","X204737_s_at","X204390_at","X206317_s_at","X206884_s_at","X214590_s_at","X211017_s_at","X218602_s_at","X213042_s_at","X211083_s_at","X207723_s_at","X205314_x_at","X220259_at","X211102_s_at","X208133_at","X214346_at","X60815_at","X220426_at","X207768_at","X210630_s_at","X208480_s_at","X211556_at","X220812_s_at","X210364_at","X220579_at","X217366_at","X215231_at","X212065_s_at","X214468_at","X214269_at","X208461_at","X220527_at","X217326_x_at","X210362_x_at","X221231_s_at","X203960_s_at","X214406_s_at","X204816_s_at","X207918_s_at","X215294_s_at","X206500_s_at","X221417_x_at","X221721_s_at","X214793_at","X216940_x_at","X211146_at","X220809_at","X213606_s_at","X210575_at","X217475_s_at","X205309_at","X221576_at","X216588_at","X209922_at","X210206_s_at","X208356_x_at","X214890_s_at","X204936_at","X214130_s_at","X211363_s_at","X220247_at","X204399_s_at","X203942_s_at","X215937_at","X204802_at","X207166_at","X202779_s_at","X211833_s_at","X205086_s_at","X206418_at","X219759_at","X210546_x_at","X211788_s_at","X216346_at","X215324_at","X210121_at","X206205_at","X217403_s_at","X208010_s_at","X211618_s_at","X217006_x_at","X206517_at","X209261_s_at","X215643_at","X219663_s_at","X213961_s_at","X202083_s_at","X222255_at","X216829_at","X214487_s_at","X206980_s_at","X210350_x_at","X219047_s_at","X214477_at","X211829_s_at","X220254_at","X214977_at","X205224_at","X205177_at","X221968_s_at","X216136_at","X206709_x_at","X209769_s_at","X217125_at","X215666_at","X37079_at","X204886_at","AFFX.r2.Bs.dap.5_at","X207852_at","X215741_x_at","X215457_at","X205045_at","X207437_at","X219608_s_at","X217303_s_at","X217238_s_at","X216768_x_at","X214522_x_at","X222085_at","X220582_at","X211517_s_at","X213868_s_at","X220919_s_at","X221920_s_at","X217069_at","X211187_at","X213987_s_at","X206832_s_at","X220004_at","X207640_x_at","X204961_s_at","X202285_s_at","X208320_at","X222161_at","X217278_x_at","X216926_s_at","X216314_at","X211642_at","X213580_at","X204162_at","X32088_at","X214165_s_at","X204286_s_at","X201083_s_at","X217452_s_at","X205819_at","X219003_s_at","X214712_at","X201452_at","X220253_s_at","X216278_at","X207204_at","X215172_at","X215599_at","X216533_at","X215300_s_at","X218863_s_at","X204709_s_at","X218663_at","X214981_at","X216660_at","X217101_at","X218922_s_at","X203953_s_at","X221755_at","X208278_s_at","X207162_s_at","X206824_at","X218840_s_at"
"Normal.BC0043N",9167.03,7380.27,8341.82,7944.99,8367.28,7884.22,6209.89,6009.6,9017.07,5925.78,9427.42,7315.65,6623.75,4138.18,6976.75,6693.38,4576.77,4970.03,6909.32,5299.37,5047.08,5111.6,4970.47,5261.58,6373.13,8546.98,4041.04,5616.06,6434.92,4220.31,6328.29,4791.3,5500.98,4063.4,5532.03,5846.01,4260.72,2656.51,4863.51,3071.35,6758.19,2409.46,6383.25,2397.96,5010.59,4219.07,2696.64,2959.45,724.579,3039.53,3324.24,7396.32,3698.57,2919.22,2903.7,2370.4,1561.08,2725.2,4112.71,3690.13,4256.78,3685.97,4797.25,3329.26,2584.35,2412.04,4582.86,2986.34,3047.1,3092.11,5808.59,2773.21,4674.74,3366.64,2291.86,2052.62,2064.69,3294.43,3788.94,3502.24,3741.94,3733.7,5032.32,3470.58,3499.21,2761.68,5400.17,3747.05,6546.87,3971.84,3288.45,1460.66,1846.98,4072.35,4261.4,3906.55,6447.57,3547.06,3459.83,1990.84,3801.59,1988.05,1957.37,3704.89,2021.19,2169.6,2333.44,1992.81,3096.59,3281.73,2383.38,3120.79,843.585,1792.06,3401.25,1495.93,1909.74,2433.4,1704.87,1739.95,2100.71,2353.42,1396.49,1774.72,2023.1,1814.13,1879.33,1894.3,1646.72,2203.78,2361.02,2921.64,2000.08,2334.13,1856.45,3154.52,4399.56,2456.81,2255.26,3087.94,4100.71,3857.48,3071.13,4290.22,1707.04,1859.85,2774.41,3318.13,3532.36,2245.43,3556.2,3384.86,2155.77,2217.79,2140.24,2385.57,2925.61,1897.13,3174.61,1332.17,2019.47,2509.52,1818.23,3126.16,1865.14,3226.49,682.087,1255.93,1769.13,517.859,1000.65,1169.4,2266.09,7564.18,3384.92,3250.47,1623.6,2190.38,2371.49,3972.66,2753.51,2455.03,1041.61,1851.05,209.558,1598.46,5187.17,2712.52,1103.99,710.032,2411.37,5414.32,2423.29,2841.95,977.726,3739.24,2541.54,2114.35,1672.02,2856.16,1878.98,1335.82,2235.01,1419.31,1985.57,502.744,772.854,1229.29,438.249,1874.71,2559.82,567.624,1523.29,2828.43,1993.16,3660.31,1064.4,1233.39,225.502,1192.07,371.201,1372.89,892.236,5499.31,504.451,1534.15,1315.26,130.555,1499.28,3372.49,2788.26,1014.85,1109.63,2039.82,2072.11,1222.66,5379.97,2157.1,2157.11,623.52,5659.29,1091.67,3328.62,1256.85,1320.99,315.882,2526.17,4876.72,1035.18,1425.84,2847.17,1.31311,30.4893,13.588,4.69425,7.09313,11.1432,10.1875,11.4551,5.40195,5.0147,11.64,9.94533,9.80966,8.01361,6.64092,20.8385,8.20049,12.1922,13.4664,8.94894,7.00279,21.4755,13.9012,5.40687,16.3658,13.1596,14.2584,8.13672,21.3358,24.9888,38.2709,20.2996,11.108,15.6775,14.2945,14.8666,13.5794,12.1132,8.58523,13.0803,17.7703,17.4878,22.3918,11.2567,8.75576,11.5595,14.4636,17.0466,15.4443,29.1063,14.9119,13.1137,27.4299,24.6657,9.32415,15.8323,9.42293,36.7239,10.6835,10.7655,15.4629,21.7585,12.0784,19.2975,15.3087,8.63853,37.3262,18.6354,18.3962,22.4006,18.7488,13.2515,22.2195,21.0029,31.3241,22.8599,14.8319,5.85947,17.1985,19.8272,12.9041,25.5148,21.2598,22.8547,17.4961,17.6479,16.76,17.4036,17.0969,12.6778,24.7294,12.4362,22.2774,41.0741,15.1832,20.2815,18.1221,26.8417,15.6543,14.2163,8.85075,8.97181,18.0137,25.9563,7.85875,14.2174,11.9342,13.7434,15.9741,42.5468,13.589,22.6012,17.6404,23.1139,16.0538,15.2186,20.2705,18.6513,25.6969,8.22911,10.8159,11.2789,14.9873,11.5496,21.6391,24.3944,32.4206,21.7606,17.2161,64.5136,41.1031,21.8581,25.9014,25.1707,27.2359,14.8914,12.7313,30.4279,46.0632,36.3353,31.0021,22.5333,17.9945,38.0853,107.013,35.2826,38.227,27.3795,13.1902,25.0755,25.9054,17.3405,66.2252,25.2888,74.5656,26.569,16.3592,28.7003,34.5119,25.3164,27.6922,11.3289,25.5504,23.1243,18.3484,25.4024,19.5047,33.5768,15.7089,24.9535,24.7805,12.5285,64.0792,11.8025,6.12175,20.9139,29.0127,71.7385,15.2658,20.2296,54.5406,30.413,18.886,32.5763,19.9297,22.0608,33.3554,28.7284,67.1249,21.2727,34.1012,19.9202,63.6117,33.128,140.474,23.3047,24.5219,13.6055,37.7872,24.6377,9.30616,29.559,40.7462,12.4728,4.66273,27.359,19.9418,11.8999,13.5608,15.2782,18.8252,16.8116,28.5281,21.8423,12.5475,32.7325,53.1932,37.5174,21.3606,38.622,13.9187,30.9902,26.8305,30.6226,13.6677,23.7455,29.1401,23.8904,64.3171,25.5825
"Cancer.BC0043T",10635.9,11010.8,9859.02,10493.6,10805.7,8507.1,9060.41,9426.21,8674.11,9164.38,8950.33,6522.59,9595.02,7253.01,8291.31,9759.08,7243.05,9782.12,8985.86,8148.14,7975.61,7635.36,8203.11,8045.48,8537.68,7206.62,8373.03,8643.46,7036.24,7215.93,8632.12,7868.19,8553.34,7374.77,8606.39,6918.49,8009.57,5542.94,8599.01,7160.24,4786.89,5230.69,6607.69,5221.02,7160.33,5299.54,5487.37,8785.93,3003.28,5292.09,5519.75,5903.98,6065.18,4666.92,4960.38,4538.08,4440.58,5181,6007.92,6016.79,6640.2,6499.33,5516.28,4645.24,4262.3,6305.52,5792.1,5469.34,6104.91,6122.97,3415.51,6104.27,4997.19,3632.12,3926.33,6001.61,4805.53,6727.88,7033.89,4554.07,6429.58,6320.7,4354.54,5686.78,7353.87,6341.97,5891.85,6475.61,4827.19,4373.62,7791.04,4418.82,4264.55,5058.81,5537.49,5479.99,3879.01,5509.19,5265.08,4298.51,5049.64,3860,4033.34,6006.76,5437.84,4482.9,3709.83,4313.89,3857.96,4197.15,4960.47,5504.42,4150.01,3677.47,3334.35,5486.6,4556.99,4579.47,3607.74,3700.37,5682.42,4590.55,4074.66,5353.4,5693.9,4697.06,3590.79,5370.59,2976.83,5690.58,4181.38,4699.6,3330.51,4833.78,2915.93,5448.48,3169.9,5632.69,4621.06,3888.5,4889.29,4752.81,4336.74,4706.91,3454.21,3208.07,5224.43,5123.23,4103.03,2922.96,4691.73,2290.05,3222.36,4755.35,2470.01,4661.2,3741.9,3219.06,3610.6,3565.57,3419.78,3287.97,1941.41,2004.07,3154.8,3362.92,1035.14,4642.41,4087.38,2024.17,3863.04,2578.8,3339.71,3968.01,3848.45,3624.43,2641.07,5822.84,3502.66,2005.77,6656.58,2790.87,2608.14,2646.07,839.68,2745.03,4553.34,3254.32,2366.64,1325.16,4243.57,5702.03,2931.16,4027.18,2981.15,3542.25,3149.02,4793.44,4169.21,3102.69,2625.71,1041.24,3247.25,1454.94,2282.89,291.216,750.625,1142.8,703,2317.45,2363.89,872.392,840.663,5099.79,2569.92,4723.78,2270.45,4069,186.923,1378.19,3264.19,2459.89,1439.46,1740.68,1030.48,3550.29,4577.3,200.888,1945.02,3025.62,4380.76,2025.77,1803.86,4368.1,629.868,873.514,4172.16,4565.6,3282.08,1329.65,2942.35,4102.95,2604,3372.5,1521.15,352.583,3107.28,2568.31,3270.65,2978.12,2978.21,0.756856,3.70683,3.00037,4.74552,6.13942,8.30561,8.31664,5.93636,3.90272,4.66292,11.298,7.54839,3.16915,9.45905,6.65107,12.5658,12.4561,6.72434,4.71469,7.70895,7.49263,7.86372,10.9218,7.38941,11.0967,13.4291,10.9549,16.8987,22.5071,7.11475,8.16579,7.68973,11.0029,6.92325,12.1841,11.2446,13.3381,7.08818,13.3937,7.00313,8.21533,9.5053,9.54698,8.218,29.4572,5.76731,9.7558,12.3607,9.06497,8.35576,12.6017,15.963,12.6447,15.4688,7.21744,23.551,22.006,23.8793,9.17389,14.3664,8.39155,16.577,13.0555,17.8593,11.4244,8.1621,19.4797,17.9724,13.1968,15.3528,11.4738,9.47737,11.4556,15.3099,17.3239,9.71138,9.01369,5.27803,13.0665,13.1962,13.3633,17.2386,18.0574,14.9825,17.827,11.9017,18.5067,16.1898,11.771,8.95417,16.89,19.2946,12.8157,15.9659,17.1468,14.7019,10.0891,20.8212,13.2619,17.628,17.4283,11.7914,8.47743,11.9091,19.5943,8.41446,16.284,11.082,12.5183,13.1608,23.1405,14.8617,16.8359,19.7616,18.1399,14.5686,13.2705,15.1222,22.7865,3.89757,13.3536,20.8833,10.6105,10.5409,14.539,25.1948,6.98508,7.88344,18.2461,45.2025,6.63467,32.7231,16.7532,11.1268,18.1467,12.4121,9.66976,15.194,22.9122,33.3811,13.6338,16.3158,17.4398,19.4298,7.13738,12.7873,14.7477,23.8067,11.1141,13.6063,15.7297,10.8014,20.7687,18.1745,17.8468,22.6587,7.61466,29.8769,29.7993,19.1409,22.0473,7.15123,23.0393,21.1281,14.1021,14.5372,17.7417,7.28193,11.6769,11.4391,25.5235,7.46942,18.418,17.1916,18.6095,15.9617,14.2262,21.5221,24.4338,14.3334,29.3994,19.5299,13.2186,12.8557,18.3002,28.9508,17.6139,17.6441,13.0078,15.4977,22.8875,26.0878,14.5037,25.1243,34.2605,14.78,17.9454,7.30705,26.3934,14.6053,11.1254,12.7268,16.6141,17.5618,6.82638,6.97574,12.4245,14.3539,19.5069,15.7507,11.9822,21.9104,16.3389,19.1528,108.072,7.41872,10.118,22.5651,11.4623,12.6771,17.2673,56.3875,16.9442,14.5954,15.2555,19.2764,16.4308,26.5672,53.7115,28.7201
"Normal.BC0051N",8015.29,6112.62,8287.92,7360.6,7060.93,8003.4,7140.51,6029.11,7026.17,6157.04,6165.04,6391.76,5383.22,5367.78,6839.9,6714.98,5606.15,4096.82,5985.92,5743.2,5313.81,4690.24,4537.47,5077.26,6552.28,9119.62,4722.43,6224.86,8820.4,3811.88,4651.04,4151.1,5507.88,2543.09,4558.96,1907.28,2823.65,2481.89,3237.47,2134.51,4807.15,2638.07,5088.69,2088.1,1806.84,3295.67,2780.54,3449.78,4509.07,3093.65,2519.07,3135.69,3761.68,2661.17,3232.26,2794.39,1100.87,3405.34,3306.57,3023.52,4652.25,3291.17,5142.16,2843.63,2196.59,727.829,3605.26,4440.4,3044.37,3504.59,7001.53,4543.87,3980.12,3459.55,3601.22,2416.57,1609.75,3586.29,2148.66,4180.56,1678.19,2560.62,4719.33,3721.64,2349,2381.02,4003.05,2074.48,5797.48,3921.89,1489.89,1884.27,1985.75,3086.24,1731.07,2710.36,5340.17,1662.89,4061.9,2101.73,3235.38,2463.01,2066.65,3758.02,2876.85,2743,3044.43,3062.8,5024.48,2617.15,530.472,4083.24,2116.93,3265.17,5919.05,4556.01,522.648,2206.04,1799.51,1046.25,2468.95,2097.07,2714.85,1180.59,1472.26,3436.1,2223.17,2588.03,2666.64,1623.88,2909.76,2447.57,2814.34,1580.9,1313,2652.98,4785.78,6129.69,1529.96,2884.95,3424.48,3103.12,4078.26,3957.09,1921.19,1749.46,2036.07,4161.16,3319.34,2663.94,3956.83,3587.54,2939.32,2375.18,3216.88,2584.4,3141.43,3201.35,5711.26,1917.85,2123.15,2002.82,1473,5121.72,1706.4,3009.18,3433.76,610.133,3263.11,2874.16,1871.03,2243.35,1232.99,5657.8,2400.67,2879.77,2307.08,880.963,2701.89,3024.84,2230.42,1362.91,2162.6,1248.52,2417.65,2286.38,4696.3,3143.11,3880.3,3502.34,3914.3,2547.21,2821.06,3872.47,3063,3770.88,3405.48,1273.87,1679.8,3629.75,3632.16,8813.16,3669.23,2151.11,2756.66,7673.51,1973.18,6695.77,6820.85,3068.19,5208.15,929.698,2639,2590.86,2195.36,3956.44,1391.92,2086.09,6061.27,1490.37,2785.38,2697.06,941.464,3137.78,887.521,3626.36,2296.75,227.837,2205.79,2567.94,2550.7,2444.09,1405.79,2263.74,2081.68,1823.89,5982.89,3060.98,3618.67,1100.34,5653.48,930.304,4268.14,2629,2902.52,585.292,3092.22,4384.34,2223.85,2443.3,3798.62,0.609403,5.76757,3.82903,9.06045,7.72151,14.7952,9.78749,5.6378,11.1,13.5394,6.79048,9.02878,4.62668,9.24405,8.70667,14.5659,8.26221,15.0999,8.32879,12.6382,15.4224,12.2409,15.4177,8.36922,15.1995,20.5732,9.95327,13.1954,8.24819,26.0474,6.5925,15.1813,14.6351,13.7094,11.6909,22.5194,21.1872,20.357,7.55957,8.58417,15.0548,16.6439,22.4004,28.7322,13.8695,7.69972,11.6082,26.3585,15.0338,17.5222,14.4947,13.3802,14.4029,18.0164,8.17143,20.5714,20.002,17.9019,12.8563,12.03,13.3127,13.9847,13.9863,14.6305,15.9922,36.331,49.1681,16.1571,11.709,21.9644,16.0019,23.1935,42.4373,26.7456,19.1099,18.852,21.3686,13.8505,19.321,26.0718,14.905,20.7887,31.908,17.7294,32.3028,11.3935,22.1998,36.466,14.4,14.3646,28.4067,14.6367,16.3777,18.3138,33.5655,21.2552,27.5758,36.9361,14.4144,9.42976,15.0641,12.473,21.9118,73.8052,39.6049,11.1225,11.6003,28.6946,18.7625,30.6114,23.2671,23.6486,32.8766,21.7555,19.3771,26.5113,58.0154,20.3574,25.4813,6.3361,18.1137,14.4821,16.6915,13.148,29.4518,51.723,15.9477,16.2243,19.3479,26.2621,16.1111,15.7011,20.2676,31.0736,33.534,27.2766,22.7471,34.0289,47.0119,61.3065,44.7935,26.0223,29.2659,26.4206,23.412,18.6439,17.9225,30.1023,13.2372,26.4575,17.5766,26.7718,39.9341,25.9663,25.0722,23.6755,13.8889,30.1591,32.6181,23.1833,50.0921,18.3057,13.2869,25.6635,37.8185,27.6521,19.4933,28.9017,27.295,18.4785,31.66,27.1103,20.4935,5.1373,28.7227,24.4566,29.0797,18.6311,15.5539,28.7102,20.1945,41.0319,23.1423,28.8475,20.1867,28.5312,16.7172,40.0224,29.9564,19.7034,45.8639,34.1194,23.5146,24.3629,26.8683,24.2495,30.1653,18.7356,36.3169,21.6914,12.141,10.4037,24.7245,6.16448,9.35493,14.8865,22.7072,15.3242,13.7179,18.5762,22.4722,17.4497,21.2791,24.6416,16.6743,10.1437,27.0575,26.4931,14.7292,43.0341,26.6429,29.1446,23.8505,32.2064,15.9346,27.4183,21.6383,21.3962,27.9609,45.1721
"Cancer.BC0051T",9081.2,8925.35,8276.54,9021.02,8622.68,8925.17,7862.39,6847.31,9651.01,6921.99,6704.51,9111.85,7068.6,6921.32,7350.61,6619.71,7534.9,7232.65,7141.09,6782.95,6514.28,6659.88,5900.17,5847.81,5681.95,6840.44,6967.67,6742.88,6285.73,5420.19,6277.39,5774.02,6717.18,4121.91,5610.39,6397.86,6380.43,5312.51,4577.22,4004.69,6695.81,5504.79,5120.1,4784.17,4193.06,5434.37,4592.06,6131.55,4890.14,6092.76,6405.68,5006.77,4587.41,5082.06,5167.94,4917.85,7416.4,5318.02,5348.69,5978.94,4291.4,4655.17,4251.28,5303.38,5061.05,4052.89,5269.62,5805.7,4750.68,4028.44,3985.88,3380.94,4461.09,4538.68,5416.06,4576.94,3198.7,3781.84,5008.35,5047.94,3335.97,4659.14,2365.61,3692,4697.94,4269.18,3945.68,4747.02,4546.7,5111.49,2831.5,4574.52,4859.48,3452.69,3322.58,4241.9,5039.57,2654.98,4653.98,4671.55,2830.18,3654.6,3886.46,3010.63,3884.16,5116.39,3510.94,3951.68,2980.65,3805.85,5097.24,3224.02,3770.93,2782.28,4556.74,3960.56,5141.52,2824.64,3544.31,2165.08,4414.47,3796.91,5728.26,3324.38,3326.37,3863.27,1799.2,2408.14,3671.1,2452.14,3231.69,2708.08,3864.36,3312.11,2357.6,2979.72,3663.01,5413.75,2236.26,2633.91,4314.32,3196.18,3891.39,2472.14,3602.05,4812.29,4392.16,3272.66,3784.12,3123.21,2731.16,3485.32,4016.86,3317.09,2622.7,2648.99,2944.34,3968.74,3338.63,2489.72,3358.42,3880.68,2641.73,3677.57,3680.2,3282.07,3806.8,2198.8,3840.75,3231.55,3236.92,2684.98,3091.33,2519.99,3739.77,3087.78,3402.1,3903.27,2282.41,2861.57,3458.03,2704.3,2834.71,2525.4,3822.86,2687.06,2588.69,2834.72,3090.86,2732.57,2664.83,2247.76,3567.1,3144.41,3033.7,3007.43,2955.47,2958.2,2532.68,3172.55,302.413,663.099,1315.18,374.745,1020.99,89.1043,756.89,344.302,322.535,1170.18,1994.57,135.969,845.086,1872.1,1769.43,1737.33,2922.35,1463.31,170.09,484.229,705.689,2322.74,476.741,3099.72,114.167,1067.92,1707.95,46.6163,1651.74,3459.18,1335.13,869.747,500.311,3552.06,1917.57,476.268,3200.84,1387.04,2853.88,907.865,2922.21,3033.03,3058.43,2601.55,2168.83,96.5352,2341.96,4070.96,2702.46,2825.9,3518.09,0.715111,8.25994,11.3728,7.63406,18.9699,14.5372,12.0684,6.94302,6.46686,4.16491,7.3616,23.0398,8.42531,10.8616,4.3853,14.158,4.63431,11.3977,4.98178,13.4143,14.9676,9.13318,7.28952,9.21324,15.1773,13.6363,10.7849,15.9341,19.3353,10.8353,11.1328,13.5197,12.6203,11.9415,31.8512,11.9449,13.818,11.7014,6.08652,13.7335,19.3081,11.7408,10.412,13.3934,14.9697,4.96365,8.8152,18.6479,8.14157,12.7572,20.7026,18.3543,13.4984,14.0041,12.3332,18.3993,10.5025,14.2279,10.7904,13.0868,20.3342,7.48305,31.1632,17.3404,23.5408,14.5754,28.0484,20.514,11.5152,20.1683,13.7444,18.4947,19.4452,11.5319,19.9636,23.0207,10.9826,19.5136,21.3062,20.2123,15.2654,22.9639,9.91181,13.7486,17.4169,11.1441,24.7411,15.6613,17.4893,13.67,17.896,27.2079,13.0854,30.282,23.6814,17.7003,18.2412,17.8459,18.0608,21.6785,15.0253,20.8952,10.7748,19.8903,25.3433,9.37449,14.1465,27.2172,18.6644,41.5115,18.3157,15.434,15.9958,14.5055,23.4561,32.546,19.7913,15.0638,31.778,9.96219,18.0581,11.5038,21.0182,11.9052,29.3577,40.2019,14.9718,42.9536,13.1117,16.4965,22.1251,12.9147,23.1156,19.9653,21.9298,42.7223,24.3413,19.6183,29.5965,27.5484,24.538,23.8295,23.7172,27.6809,13.9041,21.5835,37.8299,19.0583,16.7445,20.8663,12.9238,26.0656,36.6274,26.2037,32.6913,36.2702,31.5792,27.7494,30.0407,25.708,27.7026,11.2645,31.0465,31.5604,23.1341,11.5214,12.9163,24.6944,19.929,17.4596,27.7152,25.6212,17.0058,222.695,23.7902,28.4268,20.4506,27.282,32.7909,24.9599,14.5045,45.3918,36.8595,29.6089,18.4292,36.0282,13.7937,23.673,19.66,14.9719,18.7754,40.9925,17.515,18.2021,23.6587,20.8452,34.2475,18.2611,19.3342,23.7443,25.9409,81.858,30.4895,29.4997,21.3873,13.1181,19.9994,22.567,21.8307,29.1182,21.3138,60.2589,17.7503,14.5631,20.0301,20.8105,32.1003,52.2824,25.5897,36.5458,37.5716,30.0083,20.7826,22.102,27.5567,26.4899,26.3171,16.6457,41.5037,25.8667
